h1,h2,h3,h4,p1,p2,p3,p4,pt,   cost
1.255561958,2.291463339,2.808272156,4.650476066,2.246587149,0.727046975,1.083137818,4.853228058,8.91,10005.1313
1.061859996,2.306434941,3.673539289,3.808557248,2.481348862,0.887780657,1.159998612,5.470871868,9.999999999,10005.13131
1.711656013,2.482838124,3.973239278,4.871803778,2.042825056,0.694188183,0.945871993,4.267114769,7.95,10005.13157
1.659729037,2.121233424,4.036456504,4.245037791,2.312584926,0.79670951,1.044451569,4.756253993,8.91,10005.13161
2.547598582,2.926531707,3.561763523,4.03563883,2.300219074,0.838878936,1.119638732,4.651263259,8.91,10005.13271
1.400862624,3.43504877,3.989923086,4.797954872,1.954596873,0.706424397,0.957055795,4.331922935,7.95,10005.13402
2.405073449,2.559812423,3.081937557,3.116872491,2.896382027,1.090620116,1.415103577,5.81789386,11.21999958,10005.13729
1.771448521,2.214480096,4.246814307,4.910870173,2.072159188,0.692557653,0.928028273,4.257254886,7.95,10005.13785
2.478795444,2.831277659,3.128436354,4.900278809,2.063243278,0.695198671,1.014847175,4.176710876,7.95,10005.13969
3.029773125,3.148470929,3.815074195,4.831723431,1.993778388,0.707022897,0.969140997,4,7.669942283,10005.14279
1.16708852,2.919867047,4.386998736,4.979656095,1.944532415,0.687052398,0.914998669,4.403416518,7.95,10005.14447
2.002871992,2.238884261,4.215972195,4.884406369,2.086004766,0.701080252,0.938273467,4.224641516,7.95,10005.14547
2.224329619,3.221507625,3.234529818,4.157834506,2.27031342,0.825367903,1.134531848,4.679786828,8.91,10005.14787
2.149965668,2.426364716,2.904035947,3.218439722,2.894788671,1.06915056,1.413498916,5.842561853,11.22,10005.15088
1.664282931,2.266778743,4.200385549,4.995074552,2.057862485,0.689317222,0.927390606,4.275429687,7.95,10005.1516
1.211629399,2.188476143,2.205066589,4.275841818,2.522135758,0.80584788,1.259348924,5.412667438,10,10005.1524
2.489931723,3.181949861,4.729947377,4.8193231,1.956327644,0.715317584,0.926737332,4,7.59838256,10005.15295
1.247336185,3.069481437,4.860674936,4.869175841,1.950061012,0.641132571,0.982952813,4.375855819,7.950002215,10005.15484
1.002125255,4.421522504,4.742689479,4.907481118,1.851117262,0.707041513,0.917901531,4.473939629,7.949999936,10005.16022
2.732686144,3.052801976,3.353662794,4.153096803,2.299798885,0.837024762,1.135206201,4.637970152,8.91,10005.16229
2.182077526,2.374997629,2.540146942,3.907273904,2.595956811,0.890612873,1.284290886,5.22913943,10,10005.16346
2.350711083,4.202308654,4.368643364,4.836425655,1.906280621,0.719706086,0.9486101,4,7.574596807,10005.16376
2.707429317,2.711535353,2.986327852,3.690391565,2.59205886,0.944202348,1.279061764,5.184677028,10,10005.16494
2.367324986,3.395561139,3.729676747,4.083714505,2.26914664,0.853262377,1.121382128,4.666208855,8.91,10005.16494
2.499505253,2.803700994,3.43623602,3.614559726,2.578315917,0.965314185,1.256330311,5.200039588,10,10005.16645
2.148152655,2.95408481,4.568472556,4.708212269,2.040378092,0.741486064,0.960377712,4.207758133,7.950000001,10005.16706
1.06817751,2.151206027,2.396999508,3.63694001,2.803384264,0.960670252,1.37785849,6.078086994,11.22,10005.16797
2.116283318,4.630222151,4.810852686,4.831059949,1.871743462,0.723777984,0.931938438,4,7.527459884,10005.16909
2.519440358,3.357312586,3.981590956,4.05375597,2.277200574,0.864082762,1.115259869,4.653456776,8.909999982,10005.17083
1.475189544,3.013486021,4.449431146,4.913142103,1.983951048,0.713680812,0.938428644,4.313939496,7.95,10005.17198
2.415607604,3.869762974,4.000717684,4.665288372,2.01321325,0.752422168,1.002377321,4.18198726,7.95,10005.17321
1.881627233,2.074359661,2.848581989,3.956728325,2.608174516,0.88752309,1.238574948,5.265727447,10,10005.17367
1.535947053,2.853215201,4.312320112,4.974862909,1.999974873,0.708799671,0.940693402,4.300532055,7.95,10005.17829
3.104634099,3.598870576,4.531344662,4.560034937,2.045907787,0.773668964,0.994373823,4.136049723,7.950000298,10005.17887
1.250042494,1.73768322,2.986309114,3.560459138,2.892746241,0.99120292,1.326064437,6.009986402,11.22,10005.17924
1.431226359,1.491188755,2.940761538,3.076296537,3.305627584,1.147486842,1.487534825,6.639350749,12.58,10005.17951
3.743200353,3.967431519,4.590716964,4.638179762,1.992456671,0.761181357,0.979210845,4,7.732848873,10005.17982
1.103814634,1.510876135,4.598134202,4.864181864,2.33194651,0.726299508,0.943779376,4.907974607,8.91,10005.18042
1.673117965,3.149076171,3.920224586,4.972085281,1.996855103,0.712107114,0.96719454,4.273843244,7.95,10005.1829
1.52172003,3.67331384,4.735890304,4.802389033,1.959329224,0.737930884,0.949164218,4.303575569,7.949999895,10005.18397
2.159143405,2.296539454,3.4283962,3.790264578,2.601932223,0.937406443,1.229088017,5.231573317,10,10005.18682
1.469167903,4.041092352,4.080772505,4.925040649,1.941064573,0.724277544,0.969329185,4.315328698,7.95,10005.19128
1.291286574,1.455254044,2.415964283,3.858156507,2.954977264,0.926949308,1.340862712,5.997210717,11.22,10005.19419
1.711007951,1.879214493,3.263424187,4.015509449,2.619955911,0.890696036,1.197122643,5.29222541,10,10005.19428
3.029773125,3.148470929,3.815074195,4.831723431,2.063792818,0.742030112,1.004148212,4.140028858,7.95,10005.19701
1.527420273,2.475709224,4.029505227,4.456589005,2.265787665,0.80684679,1.055016217,4.782349328,8.91,10005.20031
1.127642916,1.341435512,1.550642567,3.14135971,3.681033637,1.145334821,1.790228765,7.503402776,14.12,10005.20098
2.366045595,2.488334642,3.712215857,3.751191377,2.595276657,0.961880421,1.231519479,5.211323064,9.999999621,10005.20435
1.453883768,2.035495331,2.88084428,3.033082769,3.218687235,1.190142865,1.537263454,6.633906446,12.58,10005.2047
1.203932194,2.880532499,2.915854535,4.802889981,2.193426127,0.751657728,1.094610364,4.870305781,8.91,10005.20481
1.29913106,2.543466201,2.587374745,4.973870778,2.231645809,0.725994706,1.112486845,4.839872639,8.91,10005.20508
1.025939875,1.546411591,3.716435674,4.341655959,2.579650188,0.831958399,1.101033418,5.487357995,10,10005.20542
1.388914555,2.746616792,3.484773602,4.582906871,2.229545467,0.789249249,1.076211937,4.814993347,8.91,10005.20697
1.936192061,2.240987226,3.295984107,3.924988011,2.593996531,0.922182552,1.225582073,5.258238844,10,10005.20775
2.192453571,2.512155878,3.155969047,3.872319536,2.585004735,0.935040188,1.251900076,5.228055,10,10005.20813
1.653324267,2.197420066,3.260265565,3.422575557,2.881329056,1.05976322,1.36648671,5.912421013,11.22,10005.21011
1.579708105,2.695793812,3.636548894,3.863994068,2.527217043,0.940641397,1.215627389,5.31651417,10,10005.21246
1.017491693,2.018925777,2.141797925,3.329476947,3.146954203,1.092371919,1.559269374,6.781404503,12.58,10005.2132
1.797756203,1.878473969,1.990262076,2.383704729,4.087111268,1.526158933,2.028605325,8.198124475,15.84,10005.21348
1.710038812,2.079660198,2.728036267,3.56446561,2.89922838,1.025908277,1.392472318,5.902391024,11.22,10005.21934
3.743200353,3.967431519,4.590716964,4.638179762,2.046738479,0.788425726,1.006260216,4.108575563,7.949999984,10005.21936
2.489931723,3.181949861,4.729947377,4.8193231,2.04423283,0.759166327,0.970792105,4.17580872,7.949999982,10005.22007
1.891969149,1.926610226,3.657447748,4.702086185,2.354885712,0.78121233,1.054627036,4.719274922,8.91,10005.22445
1.595089831,3.595684217,4.939975718,4.95694294,1.969830354,0.659780341,1.03193281,4.288467452,7.950010957,10005.22984
1.826983255,2.147993471,3.699474682,3.968622212,2.595937784,0.930039186,1.200347834,5.273675196,10,10005.22989
3.063429081,3.550360345,3.5924869,3.696177948,2.560512165,0.998933976,1.277337818,5.163215791,9.99999975,10005.23103
2.164876037,2.357503646,3.197035251,3.977007447,2.596608696,0.929820701,1.242610496,5.230960106,10,10005.23202
2.350711083,4.202308654,4.368643364,4.836425655,2.000131419,0.766631485,0.995535499,4.187701596,7.95,10005.23504
1.079628547,1.132107705,1.585907115,4.036778512,3.355092967,0.920615416,1.551169369,6.753122248,12.58,10005.23766
1.236157525,1.279919009,2.303235645,2.980760161,3.718410121,1.251469435,1.68564125,7.464479194,14.12,10005.24194
1.081498596,1.982115051,2.978768475,3.213836114,3.166095066,1.162937139,1.498646345,6.752321451,12.58,10005.24412
1.326348264,2.019985894,3.837822245,4.151508263,2.559039033,0.901710815,1.162275255,5.376974897,10,10005.24594
2.116283318,4.630222151,4.810852686,4.831059949,1.977431258,0.769128399,0.992183622,4.211270058,7.950013337,10005.2487
1.422884554,1.571338556,4.858579241,4.915160275,2.370000669,0.761622576,0.971977954,4.806398938,8.910000137,10005.24933
1.841400676,2.888887377,3.665516285,4.564057815,2.264810799,0.822921953,1.095734818,4.72653243,8.91,10005.24971
1.178831689,1.369543631,2.706875099,4.838765905,2.653010739,0.77670541,1.14613509,5.424148761,10,10005.25044
1.775662005,2.83873045,2.9036387,4.804444713,2.262842514,0.78308845,1.127483915,4.736585121,8.91,10005.25166
1.469053998,1.833772944,1.916428984,3.453845811,3.247484349,1.090178363,1.611982202,6.630355086,12.58,10005.25257
1.008588091,2.338119873,2.492790278,4.62655444,2.465975775,0.818562408,1.219719299,5.495742518,10,10005.25916
1.167376555,1.836032533,2.838377482,3.857256679,2.863170923,0.983102154,1.335416111,6.038310812,11.22,10005.26065
1.566079229,3.099994483,3.49253781,4.008640882,2.501656285,0.94637516,1.232699905,5.319268649,10,10005.26113
1.787727293,3.257702725,3.588993116,4.583585477,2.241140032,0.827772787,1.106402466,4.734684716,8.91,10005.26128
1.51805007,3.900572745,4.054739016,4.501656378,2.191001354,0.844001873,1.090626873,4.7843699,8.91,10005.26286
2.091783866,2.603950199,4.087267214,4.548650543,2.300000745,0.835653286,1.080315538,4.694030431,8.91,10005.26336
2.420664659,3.795349289,4.21805851,4.332297134,2.255964141,0.877702467,1.114778551,4.661554846,8.910000005,10005.26378
1.119459664,1.844124499,2.210333693,2.956569284,3.577809343,1.291563115,1.74398349,7.506644052,14.12,10005.26861
2.027069916,2.163544864,2.559991295,2.74665028,3.637771488,1.392470364,1.7830967,7.306661448,14.12,10005.27042
1.482145329,3.460749499,3.503481581,4.699454407,2.203302957,0.814458925,1.099889283,4.792348835,8.91,10005.27128
4.460064799,4.768741853,4.774366576,4.875820294,1.992782649,0.786633062,0.996371924,4,7.775787635,10005.2739
2.371553081,2.428265463,2.915512771,4.893265785,2.327992142,0.786591358,1.129584196,4.665832304,8.91,10005.27769
1.142976858,1.556322975,2.371107564,3.003755074,3.632542987,1.2841295,1.705873336,7.497454176,14.12,10005.28013
1.410313921,2.185453963,2.975993658,3.212618878,3.196519921,1.20146343,1.537485652,6.644530997,12.58,10005.28091
1.09985757,2.643426582,3.397797338,3.69237245,2.766846276,1.047120547,1.34142886,6.064604317,11.22,10005.28284
1.935213923,3.256215337,4.237047622,4.534985911,2.251867814,0.854374708,1.090388109,4.713369369,8.91,10005.28528
1.691686818,3.021125638,3.436810855,4.100874,2.517719736,0.947874929,1.238842353,5.295562982,10,10005.28898
3.091276132,3.526089364,3.796733292,4.46624001,2.288427401,0.870721392,1.134105708,4.616745499,8.91,10005.2895
1.023209126,2.622608161,3.183025447,3.790438041,2.751320576,1.027927126,1.342093638,6.09865866,11.22,10005.29169
1.304306741,1.932182611,2.220705423,4.903790325,2.567102008,0.799622611,1.249929972,5.383345408,10,10005.299
2.14233011,2.486985235,3.449678356,4.845595003,2.311851262,0.809937952,1.09982005,4.688390736,8.91,10005.30002
2.405073449,2.559812423,3.081937557,3.116872491,3.236382176,1.260623934,1.585100172,6.497894057,12.58000034,10005.30136
1.234394066,1.361634644,2.902399233,4.959266061,2.664677181,0.792861623,1.137404162,5.405057035,10,10005.30218
2.547598582,2.926531707,3.561763523,4.03563883,2.572719074,0.975128936,1.255888732,5.196263259,10,10005.30313
4.460064799,4.768741853,4.774366576,4.875820294,2.037214029,0.808107824,1.017570506,4.087106183,7.949998542,10005.30522
1.491536856,1.656147953,2.767048842,4.741766864,2.634293042,0.834543196,1.195939058,5.335224703,10,10005.30953
1.262324289,1.704476648,1.708037837,3.228047593,3.625297809,1.226570168,1.812037292,7.456094731,14.12,10005.31017
1.659729037,2.121233424,4.036456504,4.245037791,2.58508492,0.932959414,1.180701665,5.301253994,9.999999993,10005.31047
1.061859996,2.306434941,3.673539289,3.808557248,2.786348857,1.040280895,1.31249838,6.080871869,11.22,10005.31091
1.400862624,3.43504877,3.989923086,4.797954872,2.194596873,0.826424397,1.077055795,4.811922935,8.91,10005.31184
1.711656013,2.482838124,3.973239278,4.871803778,2.282825056,0.814188183,1.065871993,4.747114769,8.91,10005.31225
2.149965668,2.426364716,2.904035947,3.218439722,3.234788674,1.239150559,1.583498914,6.522561853,12.58,10005.3185
1.076078026,1.632570619,4.255829774,4.621349929,2.573940305,0.863218784,1.09819059,5.464650321,10,10005.31882
1.771448521,2.214480096,4.246814307,4.910870173,2.312159188,0.812557653,1.048028273,4.737254886,8.91,10005.31915
2.478795444,2.831277659,3.128436354,4.900278809,2.303243278,0.815198671,1.134847175,4.656710876,8.91,10005.3204
2.224329619,3.221507625,3.234529818,4.157834506,2.54281342,0.961617903,1.270781849,5.224786828,10,10005.32142
2.002871992,2.238884261,4.215972195,4.884406369,2.326004766,0.821080252,1.058273467,4.704641516,8.91,10005.32495
1.255561958,2.291463339,2.808272156,4.650476066,2.519087149,0.863296975,1.219387818,5.398228058,10,10005.32618
1.16708852,2.919867047,4.386998736,4.979656095,2.184532415,0.807052398,1.034998669,4.883416518,8.91,10005.32735
1.247336185,3.069481437,4.860674936,4.869175841,2.190039816,0.609090078,1.255012226,4.855854712,8.909996831,10005.33261
2.499505253,2.803700994,3.43623602,3.614559726,2.883315913,1.117814188,1.408830311,5.810039588,11.22,10005.33354
2.367324986,3.395561139,3.729676747,4.083714505,2.541646661,0.989512365,1.257632119,5.211208855,10,10005.33368
2.732686144,3.052801976,3.353662794,4.153096803,2.572298885,0.973274762,1.271456201,5.182970152,10,10005.33403
1.664282931,2.266778743,4.200385549,4.995074552,2.297862485,0.809317222,1.047390606,4.755429687,8.91,10005.33417
2.707429317,2.711535353,2.986327852,3.690391565,2.89705886,1.096702348,1.431561764,5.794677028,11.22,10005.3355
2.519440358,3.357312586,3.981590956,4.05375597,2.549701599,1.000289055,1.251552586,5.198456785,10.00000003,10005.33775
2.148152655,2.95408481,4.568472556,4.708212269,2.280378096,0.861485876,1.080377894,4.687758132,8.909999999,10005.33801
1.002125255,4.421522504,4.742689479,4.907481118,2.091118406,0.827042341,1.037899641,4.953939661,8.910000049,10005.33877
2.415607604,3.869762974,4.000717684,4.665288372,2.25321325,0.872422168,1.122377321,4.66198726,8.91,10005.34201
3.104634099,3.598870576,4.531344662,4.560034937,2.285913338,0.893598695,1.11443738,4.616049574,8.909998988,10005.34347
2.182077526,2.374997629,2.540146942,3.907273904,2.900956811,1.043112873,1.436790886,5.83913943,11.22,10005.34361
1.475189544,3.013486021,4.449431146,4.913142103,2.223951048,0.833680812,1.058428644,4.793939496,8.91,10005.34936
1.211629399,2.188476143,2.205066589,4.275841818,2.827135758,0.95834788,1.411848924,6.022667438,11.22,10005.34986
1.06817751,2.151206027,2.396999508,3.63694001,3.143384264,1.130670252,1.54785849,6.758086994,12.58,10005.35394
1.881627233,2.074359661,2.848581989,3.956728325,2.913174516,1.04002309,1.391074948,5.875727447,11.22,10005.35476
1.52172003,3.67331384,4.735890304,4.802389033,2.199329564,0.857870124,1.06922481,4.783575622,8.910000119,10005.35623
1.431226359,1.491188755,2.940761538,3.076296537,3.690627598,1.339986392,1.680035256,7.409350749,14.11999999,10005.35676
1.535947053,2.853215201,4.312320112,4.974862909,2.239974873,0.828799671,1.060693402,4.780532055,8.91,10005.35704
2.159143405,2.296539454,3.4283962,3.790264578,2.906932223,1.089906443,1.381588017,5.841573317,11.22,10005.35925
1.250042494,1.73768322,2.986309114,3.560459138,3.232746241,1.16120292,1.496064437,6.689986402,12.58,10005.3602
1.673117965,3.149076171,3.920224586,4.972085281,2.236855103,0.832107114,1.08719454,4.753843244,8.91,10005.36101
1.469167903,4.041092352,4.080772505,4.925040649,2.181064573,0.844277544,1.089329185,4.795328698,8.91,10005.36684
3.029773125,3.148470929,3.815074195,4.831723431,2.303792818,0.862030112,1.124148212,4.620028858,8.91,10005.36879
2.366045595,2.488334642,3.712215857,3.751191377,2.900280552,1.111143024,1.387240833,5.821323253,11.21998766,10005.37315
1.711007951,1.879214493,3.263424187,4.015509449,2.924955911,1.043196036,1.349622643,5.90222541,11.22,10005.37545
1.453883768,2.035495331,2.88084428,3.033082769,3.603687262,1.38264287,1.729763419,7.403906446,14.12,10005.37675
1.103814634,1.510876135,4.598134202,4.864181864,2.604446511,0.862549554,1.080029327,5.452974607,9.999999999,10005.37729
1.527420273,2.475709224,4.029505227,4.456589005,2.538287665,0.943096791,1.191266217,5.327349328,10,10005.37934
1.653324267,2.197420066,3.260265565,3.422575557,3.221329057,1.229762853,1.536487077,6.592421013,12.58,10005.38099
2.192453571,2.512155878,3.155969047,3.872319536,2.890004735,1.087540188,1.404400076,5.838055,11.22,10005.38164
3.743200353,3.967431519,4.590716964,4.638179762,2.286741085,0.907662076,1.127020571,4.588575572,8.909999303,10005.38224
1.797756203,1.878473969,1.990262076,2.383704729,4.572111268,1.768658933,2.271105325,9.168124475,17.78,10005.38293
1.936192061,2.240987226,3.295984107,3.924988011,2.898996531,1.074682552,1.378082073,5.868238844,11.22,10005.38353
1.579708105,2.695793812,3.636548894,3.863994068,2.832217041,1.093141395,1.368127394,5.92651417,11.22,10005.38513
1.291286574,1.455254044,2.415964283,3.858156507,3.294977264,1.096949308,1.510862712,6.677210717,12.58,10005.38742
2.489931723,3.181949861,4.729947377,4.8193231,2.28423214,0.879260675,1.090698445,4.655808729,8.909999989,10005.38887
1.388914555,2.746616792,3.484773602,4.582906871,2.502045467,0.925499249,1.212461937,5.359993347,10,10005.38997
3.063429081,3.550360345,3.5924869,3.696177948,2.864226747,1.152089582,1.430467907,5.773215916,11.22000015,10005.39462
1.710038812,2.079660198,2.728036267,3.56446561,3.23922838,1.195908277,1.562472318,6.582391024,12.58,10005.39582
1.203932194,2.880532499,2.915854535,4.802889981,2.465926127,0.887907728,1.230860364,5.415305781,10,10005.3963
1.127642916,1.341435512,1.550642567,3.14135971,4.111033637,1.360334821,2.005228765,8.363402776,15.84,10005.39871
1.025939875,1.546411591,3.716435674,4.341655959,2.884650188,0.984458399,1.253533418,6.097357995,11.22,10005.39895
1.017491693,2.018925777,2.141797925,3.329476947,3.531954203,1.284871919,1.751769374,7.551404503,14.12,10005.39998
1.595089831,3.595684217,4.939975718,4.95694294,2.209821277,0.766706844,1.165001904,4.768461974,8.909991999,10005.40207
2.350711083,4.202308654,4.368643364,4.836425655,2.240131427,0.88663148,1.115535497,4.667701596,8.91,10005.40276
1.29913106,2.543466201,2.587374745,4.973870778,2.504145809,0.862244706,1.248736845,5.384872639,10,10005.40291
1.826983255,2.147993471,3.699474682,3.968622212,2.900937784,1.08253918,1.35284784,5.883675196,11.22,10005.40495
2.164876037,2.357503646,3.197035251,3.977007447,2.901608696,1.082320701,1.395110496,5.840960106,11.22,10005.40719
1.891969149,1.926610226,3.657447748,4.702086185,2.627385712,0.91746233,1.190877036,5.264274922,10,10005.40979
2.116283318,4.630222151,4.810852686,4.831059949,2.217386102,0.896652209,1.104698363,4.69126339,8.910000064,10005.41476
1.081498596,1.982115051,2.978768475,3.213836114,3.551095066,1.355437134,1.691146349,7.522321451,14.12,10005.4212
1.236157525,1.279919009,2.303235645,2.980760161,4.148410121,1.466469435,1.90064125,8.324479194,15.84,10005.42524
1.326348264,2.019985894,3.837822245,4.151508263,2.864039033,1.054210815,1.314775255,5.986974897,11.22,10005.42668
1.841400676,2.888887377,3.665516285,4.564057815,2.537310799,0.959171953,1.231984818,5.27153243,10,10005.42699
2.420664659,3.795349289,4.21805851,4.332297134,2.528465536,1.013944157,1.251035033,5.206554844,9.999999571,10005.43102
1.566079229,3.099994483,3.49253781,4.008640882,2.806656285,1.09887516,1.385199906,5.929268649,11.22,10005.43429
1.51805007,3.900572745,4.054739016,4.501656378,2.46350155,0.980251696,1.226876838,5.3293699,9.999999984,10005.43636
1.775662005,2.83873045,2.9036387,4.804444713,2.535342514,0.91933845,1.263733915,5.281585121,10,10005.43747
1.787727293,3.257702725,3.588993116,4.583585477,2.513640032,0.964022787,1.242652466,5.279684716,10,10005.43794
2.091783866,2.603950199,4.087267214,4.548650543,2.572500745,0.971903286,1.216565538,5.239030431,10,10005.43852
1.422884554,1.571338556,4.858579241,4.915160275,2.642500711,0.899852018,1.106248301,5.35139887,9.999999899,10005.43944
1.469053998,1.833772944,1.916428984,3.453845811,3.632484349,1.282678363,1.804482202,7.400355086,14.12,10005.441
1.167376555,1.836032533,2.838377482,3.857256679,3.203170923,1.153102154,1.505416111,6.718310812,12.58,10005.44568
1.119459664,1.844124499,2.210333693,2.956569284,4.007809343,1.506563115,1.95898349,8.366644052,15.84,10005.44738
1.747982642,1.930166526,2.658798264,3.770296666,3.261022991,1.183411605,1.559521374,6.57604403,12.58,10005.44938
1.482145329,3.460749499,3.503481581,4.699454407,2.475802957,0.950708925,1.236139283,5.337348835,10,10005.45096
1.410313921,2.185453963,2.975993658,3.212618878,3.58151992,1.39396343,1.729985653,7.414530997,14.12,10005.45372
1.935213923,3.256215337,4.237047622,4.534985911,2.524367814,0.990624708,1.226638109,5.258369369,10,10005.45745
1.008588091,2.338119873,2.492790278,4.62655444,2.770975775,0.971062408,1.372219299,6.105742518,11.22,10005.45751
1.09985757,2.643426582,3.397797338,3.69237245,3.106846277,1.217120545,1.511428861,6.744604318,12.58,10005.45787
1.178831689,1.369543631,2.706875099,4.838765905,2.958010739,0.92920541,1.29863509,6.034148761,11.22,10005.45844
3.091276132,3.526089364,3.796733292,4.46624001,2.5609274,1.006971392,1.270355708,5.161745499,10,10005.45874
1.142976858,1.556322975,2.371107564,3.003755074,4.062542987,1.4991295,1.920873336,8.357454176,15.84,10005.46022
1.691686818,3.021125638,3.436810855,4.100874,2.822719737,1.100374929,1.391342353,5.905562982,11.22,10005.46271
2.371553081,2.428265463,2.915512771,4.893265785,2.600492143,0.922841358,1.265834196,5.210832304,10,10005.46355
4.460064799,4.768741853,4.774366576,4.875820294,2.276416489,0.928502943,1.137974487,4.567106912,8.91000083,10005.46664
2.405073449,2.559812423,3.081937557,3.116872491,3.62139306,1.451900349,1.778811899,7.2678939,14.11999921,10005.46707
1.023209126,2.622608161,3.183025447,3.790438041,3.091320576,1.197927126,1.512093638,6.77865866,12.58,10005.47006
2.547598582,2.926531707,3.561763523,4.03563883,2.877719074,1.127628936,1.408388732,5.806263259,11.22,10005.47267
2.14233011,2.486985235,3.449678356,4.845595003,2.584351262,0.946187952,1.23607005,5.233390736,10,10005.48152
1.385903419,3.005694157,3.525620867,4.927354206,2.485963174,0.93481167,1.218449656,5.360775501,10,10005.48701
2.149965668,2.426364716,2.904035947,3.218439722,3.619788673,1.431650559,1.775998915,7.292561853,14.12,10005.4874
1.659729037,2.121233424,4.036456504,4.245037791,2.890084928,1.085459516,1.333201566,5.911253997,11.22000001,10005.48744
1.061859996,2.306434941,3.673539289,3.808557248,3.126348878,1.210281081,1.482498174,6.760871869,12.58,10005.48785
1.400862624,3.43504877,3.989923086,4.797954872,2.467096873,0.962674397,1.213305795,5.356922935,10,10005.49028
1.711656013,2.482838124,3.973239278,4.871803778,2.555325056,0.950438183,1.202121993,5.292114769,10,10005.49322
2.224329619,3.221507625,3.234529818,4.157834506,2.84781342,1.114117903,1.423281848,5.834786828,11.22,10005.49373
1.262324289,1.704476648,1.708037837,3.228047593,4.055297809,1.441570168,2.027037292,8.316094731,15.84,10005.49913
2.499505253,2.803700994,3.43623602,3.614559726,3.223316152,1.287812532,1.578831726,6.490039588,12.58,10005.4995
1.771448521,2.214480096,4.246814307,4.910870173,2.584659188,0.948807653,1.184278273,5.282254886,10,10005.50067
2.478795444,2.831277659,3.128436354,4.900278809,2.575743278,0.951448671,1.271097175,5.201710876,10,10005.5014
2.367324986,3.395561139,3.729676747,4.083714505,2.846646639,1.142012377,1.410132129,5.821208855,11.22,10005.50173
1.304306741,1.932182611,2.220705423,4.903790325,2.872102008,0.952122611,1.402429972,5.993345408,11.22,10005.5031
2.519440358,3.357312586,3.981590956,4.05375597,2.854704526,1.152774754,1.404063767,5.808456772,11.21999982,10005.5042
2.707429317,2.711535353,2.986327852,3.690391565,3.237058861,1.266702347,1.601561764,6.474677028,12.58,10005.50453
2.732686144,3.052801976,3.353662794,4.153096803,2.877298885,1.125774761,1.423956201,5.792970152,11.22,10005.50474
2.002871992,2.238884261,4.215972195,4.884406369,2.598504766,0.957330252,1.194523467,5.249641516,10,10005.50487
1.491536856,1.656147953,2.767048842,4.741766864,2.939293042,0.987043196,1.348439058,5.945224703,11.22,10005.50597
1.234394066,1.361634644,2.902399233,4.959266061,2.969677181,0.945361623,1.289904162,6.015057035,11.22,10005.508
1.076078026,1.632570619,4.255829774,4.621349929,2.878940306,1.015718744,1.25069063,6.074650321,11.22,10005.50944
3.104634099,3.598870576,4.531344662,4.560034937,2.558472996,1.027120001,1.253354916,5.16105008,9.999997993,10005.51007
1.16708852,2.919867047,4.386998736,4.979656095,2.457032415,0.943302398,1.171248669,5.428416518,10,10005.51028
2.148152655,2.95408481,4.568472556,4.708212269,2.552878114,0.99773569,1.216628063,5.232758133,9.999999999,10005.51034
1.247336185,3.069481437,4.860674936,4.869175841,2.462851443,0.81777672,1.318435114,5.400856296,9.999919572,10005.51114
2.415607604,3.869762974,4.000717684,4.665288372,2.52571325,1.008672168,1.258627322,5.20698726,10,10005.51242
1.664282931,2.266778743,4.200385549,4.995074552,2.570362485,0.945567222,1.183640606,5.300429687,10,10005.51682
1.255561958,2.291463339,2.808272156,4.650476066,2.824087149,1.015796975,1.371887818,6.008228058,11.22,10005.51701
1.002125255,4.421522504,4.742689479,4.907481118,2.36361369,0.963293387,1.174153307,5.498939637,10.00000002,10005.51787
2.182077526,2.374997629,2.540146942,3.907273904,3.240956811,1.213112873,1.606790886,6.51913943,12.58,10005.52104
1.475189544,3.013486021,4.449431146,4.913142103,2.496451049,0.969930812,1.194678644,5.338939496,10,10005.52742
1.52172003,3.67331384,4.735890304,4.802389033,2.471853135,0.993018989,1.206551412,5.328575562,9.999999097,10005.52973
2.159143405,2.296539454,3.4283962,3.790264578,3.246932223,1.259906443,1.551588018,6.521573317,12.58,10005.52992
1.431226359,1.491188755,2.940761538,3.076296537,4.120627586,1.554986756,1.895034912,8.269350751,15.84000001,10005.53197
1.881627233,2.074359661,2.848581989,3.956728325,3.253174516,1.21002309,1.561074948,6.555727447,12.58,10005.533
1.535947053,2.853215201,4.312320112,4.974862909,2.512474873,0.965049671,1.196943402,5.325532055,10,10005.5363
1.06817751,2.151206027,2.396999508,3.63694001,3.528384264,1.323170252,1.74035849,7.528086994,14.12,10005.53911
1.673117965,3.149076171,3.920224586,4.972085281,2.509355103,0.968357114,1.22344454,5.298843244,10,10005.53972
2.366045595,2.488334642,3.712215857,3.751191377,3.240279507,1.28414517,1.554245174,6.501329423,12.57999927,10005.54063
1.250042494,1.73768322,2.986309114,3.560459138,3.617746241,1.35370292,1.688564437,7.459986402,14.12,10005.54097
3.029773125,3.148470929,3.815074195,4.831723431,2.576292818,0.998280112,1.260398212,5.165028858,10,10005.54187
1.211629399,2.188476143,2.205066589,4.275841818,3.167135758,1.12834788,1.581848924,6.702667438,12.58,10005.54217
1.469167903,4.041092352,4.080772505,4.925040649,2.453564573,0.980527544,1.225579185,5.340328698,10,10005.54328
3.743200353,3.967431519,4.590716964,4.638179762,2.55923923,1.044491719,1.262693757,5.13357592,10.00000063,10005.5473
